"name","set","collector number","scryfallId","tcgplayerProductId"
"Thran Dynamo","BLC","290","6455b185-aa5e-45e1-951e-f6eef517daf2","559925"
"Adarkar Wastes","BLC","291","d501527c-1bf5-4b59-9bff-e4562181a096","559858"
"Barren Moor","BLC","292","1517f3b6-579d-472f-a44e-ad7545407509","560052"
"Battlefield Forge","BLC","293","24323a73-8c9a-4cd4-a98f-9ea0d1f33bf6","559872"
"Bojuka Bog","BLC","294","7519b793-8fcb-40ea-bed9-285c390ded64","560048"
"Brushland","BLC","295","0f04a729-2e7e-459b-83ca-7d57b6b13ac3","559972"
"Canopy Vista","BLC","296","9ed2a7c6-aa51-4b0e-a2d7-5f8d12c42e78","559967"
"Cascade Bluffs","BLC","297","7acefadf-c856-455d-8647-7fa24c24b79b","559867"
"Castle Ardenvale","BLC","298","d2b011b0-3e44-4796-bb0a-615e259184db","559861"
"Cinder Glade","BLC","299","2c75c411-b5a4-40ad-ad78-e49e37891024","559953"
"Clifftop Retreat","BLC","300","42ca7627-965e-4594-a871-d8d137d6b9a9","559868"
"Copperline Gorge","BLC","301","c25daaa2-2a04-4fb0-8db3-6e564c26fadc","559945"
"Evolving Wilds","BLC","302","516d6669-929e-4884-ae92-9a98cb7f9376","559888"
"Ferrous Lake","BLC","303","eb7409f7-8fbd-49f4-8226-9013fef17ab3","559878"
"Flooded Grove","BLC","304","f2017e4f-8f1e-4e4e-b7d4-23760c8de084","559963"
"Forgotten Cave","BLC","305","e8ae2de4-0460-40b4-aa41-70f95919923e","559966"
"Game Trail","BLC","306","e42e3260-33d7-4cee-8cac-61ed006abf3e","559940"
"Glacial Fortress","BLC","307","805ce12b-58eb-4584-a02e-d55ce3e527ce","559857"
"Golgari Rot Farm","BLC","308","5fe6e199-26b5-4744-9748-f64ecadefc2f","560042"
"Grim Backwoods","BLC","309","dcad6aed-4694-4a5e-9a27-e9cced43a29f","560036"
"Gruul Turf","BLC","310","32a29fdf-12f0-4932-9a41-faa18cd56b44","559965"
"Haunted Mire","BLC","311","a3ed4f23-b237-425e-9d26-f90d70713f7b","560045"
"Hinterland Harbor","BLC","312","1fa8b7e9-e6c7-4b04-aab4-2a9edf5b4320","559960"
"Jungle Hollow","BLC","313","5401ef4c-b1e8-4f37-abe8-25c405d4f6ea","560044"
"Karplusan Forest","BLC","314","bf999ad0-ec64-4bbc-b0c3-fc0946cf65de","559930"
"Llanowar Wastes","BLC","315","f01e0e0e-f8c1-416d-bf4b-2b7661924e9b","560033"
"Mossfire Valley","BLC","316","ef16ac09-fb6c-41c6-bd81-5074dc30e866","559950"
"Mosswort Bridge","BLC","317","28b0c20f-6727-462a-bdfe-457e487f11d3","559958"
"Mystic Monastery","BLC","318","c59b9295-1802-4452-ae8b-72adeb566c3a","559892"
"Necroblossom Snarl","BLC","319","078de083-d86c-4d51-b38f-58991c0d0e0a","560020"
"Oran-Rief, the Vastwood","BLC","320","fc3d73d8-47cd-481c-ae13-9d993fd54420","560026"
"Overflowing Basin","BLC","321","c41cc911-544f-43b7-8a86-8a369e3069b8","559981"
"Path of Ancestry","BLC","322","821cb722-146d-447e-907d-dc97baa5bc4f","559884"
"Prairie Stream","BLC","323","ebe09b89-6b2d-4512-9bfd-b897810e8c40","559969"
"Raging Ravine","BLC","324","da09a99b-af20-4294-a4a6-cb000dae9d73","559943"
"Razorverge Thicket","BLC","325","7c55f26b-4c18-4418-b30f-64c73e3f884d","559962"
"Rootbound Crag","BLC","326","822bb322-1513-4288-befa-a7f27dd14253","559956"
"Rugged Prairie","BLC","327","3504736d-5f88-40dc-9e3e-6018422eff54","559879"
"Seachrome Coast","BLC","328","88ec4d3b-f1f1-489c-b41e-0206e5e59fbd","559864"
"Seaside Citadel","BLC","329","a3286386-15da-42a7-aca9-fefb9df9f217","560012"
"Sheltered Thicket","BLC","330","3bd9e0e1-91b7-4b20-bbd2-f2c8fd064565","559936"
"Shivan Reef","BLC","331","59d5e76c-4961-4dbf-be38-a18a2c16d33f","559870"
"Skycloud Expanse","BLC","332","b0a66448-7da0-409b-ae94-746e022b92cf","559874"
"Sulfur Falls","BLC","333","1db63651-5241-4eee-982e-5fa19db87179","559865"
"Sungrass Prairie","BLC","334","dc653d50-bce2-45f9-b3ee-6170d500d572","559985"
"Sunpetal Grove","BLC","335","1eb0d965-a7a1-4dfc-9867-adbf153e72be","559987"
"Sunscorched Divide","BLC","336","2bc3a2d6-986e-4b66-a68c-847174657f36","559881"
"Tainted Wood","BLC","337","156de082-e159-4830-867e-1b3bb8338291","560051"
"Temple of Abandon","BLC","338","59866586-8a4c-464e-8273-2ec06f29d28e","559928"
"Temple of Enlightenment","BLC","339","7a77ecc1-76e1-414f-a472-937eb9b734cc","559859"
"Temple of Epiphany","BLC","340","5baa269f-dbd1-4920-a53d-d29f6b214d1e","559875"
"Temple of Malady","BLC","341","4685198b-d40e-47be-8632-af4a1e71e7a1","560017"
"Temple of Mystery","BLC","342","525ecebf-d769-472e-9405-324449cc910b","559974"
"Temple of Plenty","BLC","343","ae61f7c7-870a-4bf7-af05-8fb077a10104","559988"
"Temple of Triumph","BLC","344","4a1bfd38-b640-4fa5-a738-3b9aee1d8932","559871"
"Terramorphic Expanse","BLC","345","21bb96d8-483c-4fde-97ea-08be9570c289","559882"
"Thriving Bluff","BLC","346","fe1789e8-fc45-45f5-8d98-1efce606efc4","559891"
"Thriving Grove","BLC","347","ab962037-6cf3-43a7-be74-b43bfd77a7a2","560009"
"Thriving Heath","BLC","348","84edcf5a-9622-4c9d-885a-f2403b436069","559886"
"Thriving Isle","BLC","349","af188959-16f3-4482-a110-c22d0863f6c7","559889"
"Tranquil Thicket","BLC","350","bdf8439b-a31e-49d4-981a-d9532f83c370","559970"
"Twilight Mire","BLC","351","142a605f-ec69-43eb-bdde-dd9e29f9fd22","560039"
"Viridescent Bog","BLC","352","991fca57-eb30-40e7-a443-784a104625b5","560038"
"Wooded Ridgeline","BLC","353","aabe97cd-b627-4620-8051-8f54a5d97328","559961"
"Woodland Cemetery","BLC","354","7ab2f083-b674-4f8d-897b-9dc84ff85658","560018"
"Yavimaya Coast","BLC","355","797b266b-4403-4ba4-9ffd-9c62fd981153","559976"
"Flubs, the Fool","BLC","356","41e58eb8-e5b9-4ef6-be1f-00e28cebb998","561275"
