"name","set","collector number","scryfallId","tcgplayerProductId"
"Dawn's Truce","BLB","295","0cce7aec-f9b0-461b-8245-5286b741409d","559038"
"Jackdaw Savior","BLB","296","4411204e-8387-4f1c-bfb3-1e3092d07937","559499"
"Salvation Swan","BLB","297","f25e2bd6-c95b-422f-b6c2-d687c0745ecb","558595"
"Starfall Invocation","BLB","298","29fe9b09-383a-4cf6-9e2c-bd00499e5eb0","559046"
"Valley Questcaller","BLB","299","d9f25130-678d-4338-8eb4-b20d2da5bc74","558358"
"Warren Warleader","BLB","300","48062f31-167a-4f16-9453-7c41f026ca96","558369"
"Whiskervale Forerunner","BLB","301","7ea69966-8961-4447-bd39-70d3d8d48ede","559134"
"Azure Beastbinder","BLB","302","f493ef3c-673b-4e70-b957-0ee7b6d38216","559746"
"Dour Port-Mage","BLB","303","9e407118-95b7-4e62-a4f0-dbd8b6b80830","559504"
"Kitsa, Otterball Elite","BLB","304","d0bbfdc9-8d68-4b4e-ac68-ac165cdc168d","559506"
"Mockingbird","BLB","305","5ed827d1-a374-48b4-8b65-abec9044de85","559142"
"Portent of Calamity","BLB","306","5fb6618b-276b-4ce1-873f-eace471fafde","559646"
"Thundertrap Trainer","BLB","307","54ec3510-c168-4acc-aee8-65529d0f5ad7","558598"
"Valley Floodcaller","BLB","308","1c744764-3b54-49a0-aa68-1fb22d8162a9","559147"
"Coiling Rebirth","BLB","309","640725a5-8251-4f7a-b1e3-481519c85b5d","559648"
"Cruelclaw's Heist","BLB","310","fa16ec21-3eb1-4f4c-a74a-84408fd1dce6","559650"
"Darkstar Augur","BLB","311","8e9abfd1-59ba-46f4-ad1d-cf0e125dd4b9","559056"
"Osteomancer Adept","BLB","312","6ef4532d-63ea-4a70-86b3-58327b7e9706","558386"
"Valley Rotcaller","BLB","313","4278a127-5f3c-4948-88bd-2af4f6834a03","558438"
"Wick, the Whorled Mind","BLB","314","f43a9d17-2b19-4e17-9b7e-667bf2285950","559155"
"Emberheart Challenger","BLB","315","8fde5980-ad2c-4ddf-8244-f9688a6225f2","559077"
"Festival of Embers","BLB","316","02134775-9c86-4f1a-af2e-5c1f531038fe","559656"
"Hired Claw","BLB","317","fda3d3ef-c858-4707-9c3f-be1b775eb8c1","559083"
"Manifold Mouse","BLB","318","907a990c-6ee9-44e1-85f9-83b261507308","558707"
"Stormsplitter","BLB","319","9cb5235d-46a2-4b04-97fc-b8eb0f1ba14a","559495"
"Valley Flamecaller","BLB","320","f266f6da-93b0-4036-b7df-be5eac4e1135","559771"
"For the Common Good","BLB","321","60d1e35e-f5c8-422d-83d2-839ab7766f25","559119"
"Keen-Eyed Curator","BLB","322","004a67ce-60ef-4cc2-9f4d-f30e3029d80a","559485"
"Mistbreath Elder","BLB","323","f2ed58e4-b612-483e-9c0e-f1fbfaa5950c","559079"
"Scrapshooter","BLB","324","9afd22ab-64e7-4b85-804d-faccd4452487","559788"
"Tender Wildguide","BLB","325","2dc164c8-62ca-4d59-ae1c-ef273fde9d10","558371"
"Valley Mightcaller","BLB","326","31330554-1824-436b-aee5-931a7b652ddf","559490"
"Alania, Divergent Storm","BLB","327","f9dc7b8e-d381-49a0-a7f8-c8cd9acadc54","558587"
"Camellia, the Seedmiser","BLB","328","49ea9ca9-3dff-4d5d-92ec-3475234b4713","558322"
"Clement, the Worrywort","BLB","329","d1a68d51-cd4e-4ee3-abc7-01435085aa26","558581"
"Finneas, Ace Archer","BLB","330","e77374ac-3456-48a3-a412-4474547d437c","558326"
"Glarb, Calamity's Augur","BLB","331","b6fab12e-0f81-4728-9a35-4dc896ba3744","558440"
"Helga, Skittish Seer","BLB","332","768ef947-85fc-4fb2-bda9-e0e446cd8886","559061"
"Hugs, Grisly Guardian","BLB","333","94b2be42-467d-4210-b9bf-4d09ee504a22","558449"
"The Infamous Cruelclaw","BLB","334","d7fc26a7-f47e-44d7-a42b-b5415fc86f8f","559062"
"Kastral, the Windcrested","BLB","335","75a84790-665b-4a23-a00f-84d1009e3d28","558335"
"Mabel, Heir to Cragflame","BLB","336","1696453f-a678-47ff-b583-53c2130b7d49","541390"
"Three Tree City","BLB","337","d96b0f9e-fa3b-4a40-acea-b6ecc584a79f","558445"
"Three Tree City","BLB","338","06008bcb-ce6b-482c-9253-f5b9b5e0718e","558446"
"Three Tree City","BLB","339","8e1d8486-370a-49b6-9145-060814f38677","558447"
"Three Tree City","BLB","340","1cb16046-10bf-433a-acaf-7127c0954a1c","558448"
"Ral, Crackling Wit","BLB","341","8a74dbdd-5baa-4896-80d4-1a9743410d4c","558349"
"Lumra, Bellow of the Woods","BLB","342","b43b3c33-aa44-4001-87ff-695bf04f51be","541392"
"Lumra, Bellow of the Woods","BLB","343","8487cfce-2b73-4082-a1f2-dea263811516","558443"
"Alania, Divergent Storm","BLB","344","34ace81d-823f-43d1-902e-345418cd8fd2","558586"
"Baylen, the Haymaker","BLB","345","0b511524-e628-41d4-b0dc-d98961d4e9e1","559157"
"Camellia, the Seedmiser","BLB","346","44f59ece-1ba5-422b-820d-e80c83f46290","558319"
"Clement, the Worrywort","BLB","347","16dfe689-83d4-4dcb-810c-d618a39c5ab9","558579"
"Finneas, Ace Archer","BLB","348","f4d99aec-c114-4287-ab61-a34e5adab5ab","558323"
"Gev, Scaled Scorch","BLB","349","4ad70a0b-3845-4b92-9c15-985a3fe0e1f2","559633"
"Kastral, the Windcrested","BLB","350","2f6d51dc-ca49-417c-8b5a-fcb5cd669c6f","558332"
"Mabel, Heir to Cragflame","BLB","351","cfbdaae3-acba-44e1-bdd6-9c7066143d33","541391"
"Muerra, Trash Tactician","BLB","352","26b4e695-5ec4-4821-8637-8df501ba0653","558378"
"Ral, Crackling Wit","BLB","353","af6c496c-c70e-46f0-b161-661620767de5","558348"
"Vren, the Relentless","BLB","354","88ca7c86-92d8-4a24-81b1-9eb11392160d","558681"
"Zoraline, Cosmos Caller","BLB","355","34690573-d8d6-471e-9878-cf5d931d9f55","558683"
"Essence Channeler","BLB","356","bbd5c86a-0991-4322-a0a2-48424c4be2af","559640"
"Kitnap","BLB","357","12f3b75d-87d6-42dc-8096-41f5480b12fa","558375"
"Wishing Well","BLB","358","e054e77f-94b9-4c43-94a4-75a7a5d1bd30","559148"
"Iridescent Vinelasher","BLB","359","859e34b4-6762-465f-a5c7-24e42e112fbe","558624"
"Byway Barterer","BLB","360","3aebd0f9-fa08-407f-b3d3-fb4b13b1ea97","559068"
"Hearthborn Battler","BLB","361","73a10a11-a21f-4e93-8771-8d971c158911","559161"
"Fecund Greenshell","BLB","362","56301392-3496-48d0-8d91-6b82e1164c98","559636"
"Pawpatch Recruit","BLB","363","7fc5b558-4470-4bd7-9458-fbd275ded168","559487"
"Thornvault Forager","BLB","364","22ffe1ab-df93-4017-bb29-bb214c86d73a","558381"
"Dreamdew Entrancer","BLB","365","1f2efb27-c181-43f7-93fe-a8c4d286f8ad","558583"
"Lunar Convocation","BLB","366","4396e4c7-660d-4055-bc94-4ccea95223b7","559481"
"Fabled Passage","BLB","367","0bda8a2e-6bf1-4d8c-b71b-bbc8d8130fff","559477"
"Fountainport","BLB","368","dd04367b-59d8-4ee6-8b5a-abfb1373c226","559628"
"Plains","BLB","369","449d4122-ee9d-477c-976a-809ba8cb1443","559539"
"Plains","BLB","370","031b61a1-db66-416d-8187-edc32123131f","559559"
"Island","BLB","371","46848fc2-ba58-4738-b4ce-0399d9053f48","559548"
"Island","BLB","372","10125dab-fe82-4796-b5db-3bd6ad389e1d","559546"
"Swamp","BLB","373","6125ffe3-4e48-4e0f-8390-7462446fc8bf","559556"
"Swamp","BLB","374","4dbfdbdd-6322-4ea6-9680-d4e480d78437","559555"
"Mountain","BLB","375","4b827c54-8bfe-4ef5-830e-e17b8690bbe7","559558"
"Mountain","BLB","376","62aaa129-69ff-4e22-861e-b2efd1cd5a10","559557"
"Forest","BLB","377","43b3be4a-973d-4aeb-a94e-37e2710ac178","559542"
"Forest","BLB","378","bddc66f7-4e94-4857-ba7d-6b0083d0bfa0","559553"
"Bria, Riptide Rogue","BLB","379","390c96b3-68da-4a42-89ab-d9ccc79ce0dd","541384"
"Byrke, Long Ear of the Law","BLB","380","6441abd3-320b-424a-9753-61e3581fe1a9","541388"
"Hop to It","BLB","381","684614e3-5454-4e68-87da-a2027b6af6d7","558561"
"Shoreline Looter","BLB","382","00cb0b3c-a403-4212-93d3-3340c3f1e9db","558562"
"Fell","BLB","383","7a4bb137-2639-4158-a24b-93c8e4f4cc21","558565"
"Wear Down","BLB","384","3c394081-0292-49f8-8a6f-213956754020","558567"
"Stormcatch Mentor","BLB","385","e1e5a7a1-4ac5-4d9f-8d27-0877efca47f1","558571"
"Thundertrap Trainer","BLB","386","e52caa08-34ae-4c74-83ad-008d17005576","558599"
"Serra Redeemer","BLB","387","230b9aef-bd9c-4332-ace4-b5b065bac6d8","559551"
"Charmed Sleep","BLB","388","7d171802-2604-45a5-a0f2-ab5afa1db5d5","559549"
"Mind Spring","BLB","389","e7e7d174-eb7c-41ad-a241-cfbfdc71e3a7","559545"
"Thieving Otter","BLB","390","52a258be-39e3-4689-b2d0-7c353ce7d574","559541"
"Flame Lash","BLB","391","c6440439-7178-4a97-9e18-7fdef4b02678","559563"
"Colossification","BLB","392","c2cad902-ffd2-4bab-b114-b4b6df2ac6b3","559540"
"Giant Growth","BLB","393","e70722d6-b4d5-45c2-9488-9a5eb0bdb9bd","559550"
"Rabid Bite","BLB","394","53a73200-b798-4bfd-a431-8b94e17b70be","559547"
"Sword of Vengeance","BLB","395","f21b5fc1-7611-44ac-ad8d-1f0c6d4fc9a3","559562"
"Blossoming Sands","BLB","396","ecfa2cc9-e427-4104-bad7-b0294e392b1f","559544"
"Swiftwater Cliffs","BLB","397","89e43510-c444-4b2e-b2a0-528dcc09c899","559543"
